  8508  2.138000E-003  2.138000E-003  2.138000E-003
     1 2.127310E-003 1.598155E-003 3.634600E-004   2	    0	 4887	    0	    1	  518	  520
    62 1.999030E-003 6.948500E-005 2.351800E-004   1	 3897	    0	    0	  774
    63 2.993200E-004 1.480565E-003 1.758505E-003   1	 5425	    0	    0	  775
    64 2.068515E-003 2.127310E-003 8.552000E-004   1	 4380	    0	    0	  777
    65 1.400390E-003 8.338200E-004 1.421770E-003   1	 1554	    0	    0	  781
    66 1.159865E-003 8.712350E-004 1.229350E-003   1	 4943	    0	    0	  782
    67 2.672500E-004 7.001950E-004 1.956270E-003   1	 3755	    0	    0	  790
    68 1.159865E-003 1.523325E-003 1.336250E-004   1	 4902	    0	    0	  791
    69 9.514100E-004 5.772600E-004 1.213315E-003   2	 5533	 3884	    0	    0	  635	  797
    70 2.084550E-003 2.939750E-004 1.186590E-003   2	 2492	 1702	    0	    0	  636	  798
    71 6.414000E-004 1.876095E-003 4.115650E-004   1	 1769	    0	    0	  802
    72 2.138000E-005 4.329450E-004 1.544705E-003   2	   -1	 1501	    1	    0	  514	  815
    73 1.400390E-003 1.999030E-003 1.159865E-003   1	 5170	    0	    0	  817
    74 1.662295E-003 1.614190E-003 7.269200E-004   1	 3090	    0	    0	  820
    75 7.483000E-004 1.395045E-003 7.162300E-004   1	 1629	    0	    0	  821
    76 1.330905E-003 1.662295E-003 1.566085E-003   1	 3680	    0	    0	  843
    77 5.879500E-004 4.222550E-004 9.621000E-004   1	 6553	    0	    0	  845
    78 6.948500E-005 1.309525E-003 9.834800E-004   1	 5343	    0	    0	  851
    79 1.881440E-003 2.512150E-004 1.069000E-005   1	 4919	    0	    0	  855
    80 1.993685E-003 1.908165E-003 2.138000E-005   2	 4806	 5655	    0	    0	  732	  857
    81 1.678330E-003 1.031585E-003 1.528670E-003   1	 5303	    0	    0	  858
    82 1.758505E-003 1.726435E-003 2.672500E-005   1	 5631	    0	    0	  861
    83 1.298835E-003 1.731780E-003 1.774540E-003   1	 6534	    0	    0	  865
    84 1.619535E-003 4.810500E-005 2.063170E-003   1	 2893	    0	    0	  872
    85 6.360550E-004 1.288145E-003 3.527700E-004   1	 6266	    0	    0	  887
    86 3.741500E-005 2.020410E-003 4.169100E-004   1	 4941	    0	    0	  892
    87 1.993685E-003 6.414000E-004 4.008750E-004   1	 6320	    0	    0	  893
    88 2.121965E-003 2.084550E-003 1.459185E-003   2	    0	   89	    0	    1	  513	  907
    89 2.127310E-003 2.121965E-003 1.405735E-003   2	    0	   88	    0	    1	  512	  907
    90 8.819250E-004 2.025755E-003 2.127310E-003   1	  635	    0	    0	  912
    91 1.769195E-003 8.177850E-004 1.288145E-003   1	  449	    0	    0	  920
    92 5.398450E-004 1.860060E-003 2.127310E-003   1	 6233	    0	    0	  923
    93 4.810500E-004 5.345000E-006 1.769195E-003   1	  431	    0	    0	  926
    94 2.047135E-003 5.345000E-005 1.656950E-004   1	  455	    0	    0	  927
    95 9.567550E-004 1.742470E-003 1.443150E-003   1	  357	    0	    0	  928
    96 1.352285E-003 1.603500E-003 1.619535E-003   1	 6505	    0	    0	  929
    97 1.261420E-003 8.872700E-004 1.031585E-003   2	 6138	 2679	    0	    0	  933	  925
    98 1.817300E-004 2.089895E-003 1.838680E-003   2	 1432	 1981	    0	    0	  602	  934
    99 1.897475E-003 4.115650E-004 1.213315E-003   1	 1034	    0	    0	  935
   100 1.288145E-003 1.566085E-003 1.036930E-003   1	 4403	    0	    0	  937
   101 1.876095E-003 6.200200E-004 7.001950E-004   1	  102	    0	    0	  939
   102 1.854715E-003 6.520900E-004 7.750250E-004   1	  101	    0	    0	  939
   103 9.995150E-004 1.085035E-003 1.993685E-003   1	  104	    0	    0	  940
   104 9.781350E-004 1.036930E-003 1.988340E-003   1	  103	    0	    0	  940
   105 5.184650E-004 2.127310E-003 1.421770E-003   1	 5593	    0	    0	  942
   106 1.608845E-003 2.015065E-003 1.924200E-003   1	 3009	    0	    0	  944
   107 7.162300E-004 4.810500E-004 1.448495E-003   1	 1582	    0	    0	  946
   108 1.197280E-003 8.552000E-004 2.052480E-003   3	 1447	  857	 1448	    0	    0	  674	  949	  913
   109 1.918855E-003 4.596700E-004 1.288145E-003   1	 1033	    0	    0	  954
   110 2.063170E-003 9.086500E-004 1.090380E-003   1	 3154	    0	    0	  955
   111 7.055400E-004 1.646260E-003 1.069000E-003   1	 4660	    0	    0	  957
   112 1.427115E-003 4.276000E-005 1.870750E-004   1	 1019	    0	    0	  962
   113 6.200200E-004 7.536450E-004 1.662295E-003   1	  114	    0	    0	  966
   114 5.986400E-004 8.070950E-004 1.651605E-003   1	  113	    0	    0	  966
   115 1.330905E-003 1.512635E-003 1.769195E-003   1	  116	    0	    0	  967
   116 1.362975E-003 1.464530E-003 1.763850E-003   1	  115	    0	    0	  967
   117 1.640915E-003 8.872700E-004 1.672985E-003   2	 1924	 1925	    0	    0	  722	  968
   118 4.008750E-004 1.854715E-003 1.085035E-003   1	 4091	    0	    0	  969
   119 7.964050E-004 1.539360E-003 2.832850E-004   1	 3321	    0	    0	  970
   120 3.581150E-004 9.139950E-004 5.345000E-004   1	  121	    0	    0	  972
   121 3.634600E-004 9.567550E-004 5.077750E-004   2	   13	  120	    0	    0	  592	  972
   122 1.261420E-003 1.795920E-003 1.079690E-003   1	 3110	    0	    0	  973
   123 1.614190E-003 2.127310E-003 1.063655E-003   1	  267	    0	    0	  974
   124 9.300300E-004 1.010205E-003 7.376100E-004   1	  125	    0	    0	  976
   125 9.781350E-004 1.052965E-003 7.322650E-004   1	  124	    0	    0	  976
   126 8.979600E-004 1.250730E-003 1.950925E-003   1	  305	    0	    0	  981
   127 1.977650E-003 3.046650E-004 1.101070E-003   1	 4664	    0	    0	  983
   128 8.498550E-004 5.345000E-006 7.536450E-004   1	  129	    0	    0	  984
   129 8.552000E-004 1.069000E-005 6.895050E-004   1	  128	    0	    0	  984
   130 1.256075E-003 1.737125E-003 1.737125E-003   1	 6535	    0	    0	  988
   131 5.879500E-004 5.291550E-004 2.020410E-003   1	 5114	    0	    0	  989
   132 1.309525E-003 6.414000E-005 7.429550E-004   1	  133	    0	    0	  990
   133 1.405735E-003 8.552000E-005 7.162300E-004   1	  132	    0	    0	  990
   134 6.253650E-004 1.902820E-003 1.811955E-003   1	 6061	    0	    0	  991
   135 2.089895E-003 8.498550E-004 3.153550E-004   1	 1425	    0	    0	  992
   136 1.614190E-003 1.240040E-003 2.036445E-003   1	 5481	    0	    0	  996
   137 8.979600E-004 9.621000E-004 2.009720E-003   1	 6570	    0	    0	 1001
   138 2.619050E-004 2.052480E-003 1.555395E-003   1	  139	    0	    0	 1002
   139 2.458700E-004 2.105930E-003 1.544705E-003   1	  138	    0	    0	 1002
   140 1.603500E-004 1.256075E-003 1.667640E-003   1	 4089	    0	    0	 1003
   141 1.651605E-003 7.643350E-004 4.650150E-004   1	 1274	    0	    0	 1006
   142 2.084550E-004 5.612250E-004 1.683675E-003   1	 6472	    0	    0	 1009
   143 1.459185E-003 1.229350E-004 1.475220E-003   1	 4788	    0	    0	 1011
   144 6.574350E-004 1.806610E-003 1.662295E-003   1	 5784	    0	    0	 1014
   145 1.630225E-003 1.726435E-003 6.895050E-004   1	 5312	    0	    0	 1017
   146 7.483000E-004 9.246850E-004 1.069000E-005   1	 6189	    0	    0	 1021
   147 1.127795E-003 2.009720E-003 2.095240E-003   1	  993	    0	    0	 1035
   148 4.276000E-004 8.765800E-004 4.222550E-004   2	 1791	  421	    0	    0	  617	 1036
   149 4.489800E-004 9.139950E-004 5.345000E-006   1	 3810	    0	    0	 1038
   150 2.127310E-003 7.001950E-004 1.453840E-003   2	    0	 4112	    0	    1	  511	 1041
   151 2.127310E-003 1.042275E-003 9.674450E-004   2	    0	  152	    0	    1	  510	 1044
   152 2.127310E-003 1.101070E-003 9.941700E-004   2	    0	  151	    0	    1	  509	 1044
   153 1.031585E-003 1.603500E-005 1.758505E-003   1	  313	    0	    0	 1046
   154 1.817300E-004 1.229350E-004 9.995150E-004   1	 3353	    0	    0	 1049
   155 7.910600E-004 1.822645E-003 9.834800E-004   1	  523	    0	    0	 1050
   156 1.175900E-004 2.121965E-003 9.941700E-004   1	 1443	    0	    0	 1055
   157 1.106415E-003 1.138485E-003 1.143830E-003   1	  158	    0	    0	 1056
   158 1.181245E-003 1.122450E-003 1.127795E-003   1	  157	    0	    0	 1056
   159 1.603500E-004 2.111275E-003 5.345000E-006   1	 6039	    0	    0	 1058
   160 1.341595E-003 9.086500E-005 2.084550E-003   2	 4585	 4935	    0	    0	 1065	 1064
   161 6.414000E-004 1.213315E-003 9.781350E-004   1	 3082	    0	    0	 1073
   162 4.008750E-004 1.475220E-003 3.313900E-004   1	 3521	    0	    0	 1074
   163 1.523325E-003 2.009720E-003 1.282800E-003   2	 3684	  164	    0	    0	  750	 1075
   164 1.512635E-003 2.089895E-003 1.288145E-003   3	 3236	  163	 3684	    0	    0	  847	 1075	 1076
   165 1.250730E-003 3.901850E-004 1.395045E-003   1	 1572	    0	    0	 1077
   166 7.964050E-004 3.901850E-004 2.111275E-003   1	 2698	    0	    0	 1081
   167 1.234695E-003 9.888250E-004 1.384355E-003   1	  168	    0	    0	 1083
   168 1.320215E-003 9.834800E-004 1.373665E-003   1	  167	    0	    0	 1083
   169 2.116620E-003 1.277455E-003 5.879500E-005   2	 4752	    0	    0	    1	 1088	  508
   170 8.124400E-004 1.635570E-003 9.139950E-004   1	 4586	    0	    0	 1095
   171 1.106415E-003 6.734700E-004 1.411080E-003   1	 4928	    0	    0	 1108
   172 5.986400E-004 6.039850E-004 1.069000E-004   1	 4989	    0	    0	 1109
   173 9.941700E-004 1.256075E-003 1.908165E-003   1	 6572	    0	    0	 1113
   174 8.070950E-004 1.491255E-003 1.288145E-003   1	 3979	    0	    0	 1116
   175 7.536450E-004 1.015550E-003 8.765800E-004   1	 6139	    0	    0	 1117
   176 1.988340E-003 1.288145E-003 1.769195E-003   1	 5707	    0	    0	 1118
   177 1.806610E-003 2.116620E-003 1.603500E-004   1	  178	    0	    0	 1119
   178 1.774540E-003 2.127310E-003 8.552000E-005   1	  177	    0	    0	 1119
   179 2.127310E-003 8.017500E-004 1.421770E-003   2	    0	 3595	    0	    1	  507	 1122
   180 1.085035E-003 1.523325E-003 1.015550E-004   1	 4268	    0	    0	 1124
   181 2.073860E-003 1.421770E-003 1.523325E-003   1	  951	    0	    0	 1132
   182 1.721090E-003 1.036930E-003 1.069000E-005   1	 4803	    0	    0	 1133
   183 6.788150E-004 1.988340E-003 1.865405E-003   1	 6208	    0	    0	 1137
   184 1.496600E-003 2.095240E-003 1.197280E-003   1	 4059	    0	    0	 1140
   185 5.077750E-004 2.939750E-004 1.940235E-003   1	  359	    0	    0	 1146
   186 1.437805E-003 7.910600E-004 1.047620E-003   1	 4108	    0	    0	 1160
   187 1.111760E-003 1.833335E-003 1.063655E-003   1	 5275	    0	    0	 1171
   188 1.496600E-003 1.662295E-003 1.560740E-003   1	 6505	    0	    0	 1174
   189 7.750250E-004 1.977650E-004 8.926150E-004   1	 6520	    0	    0	 1185
   190 8.765800E-004 1.079690E-003 7.269200E-004   1	 3425	    0	    0	 1186
   191 1.443150E-003 1.256075E-003 3.741500E-005   1	  192	    0	    0	 1187
   192 1.416425E-003 1.186590E-003 1.122450E-004   1	  191	    0	    0	 1187
   193 1.330905E-003 2.138000E-004 1.801265E-003   1	 5667	    0	    0	 1192
   194 6.414000E-005 1.710400E-004 5.238100E-004   2	   -1	 6413	    1	    0	  506	 1196
   195 1.282800E-003 8.979600E-004 4.062200E-004   1	 3047	    0	    0	 1198
   196 1.934890E-003 1.982995E-003 1.924200E-004   1	 4780	    0	    0	 1199
   197 1.133140E-003 1.175900E-004 2.031100E-003   1	 3031	    0	    0	 1210
   198 2.298350E-004 9.674450E-004 1.924200E-004   1	 3649	    0	    0	 1212
   199 1.058310E-003 1.346940E-003 1.213315E-003   1	 3127	    0	    0	 1221
   200 2.031100E-004 1.443150E-004 3.207000E-004   1	 4576	    0	    0	 1230
   201 1.608845E-003 1.539360E-003 1.678330E-003   1	  202	    0	    0	 1231
   202 1.555395E-003 1.512635E-003 1.705055E-003   1	  201	    0	    0	 1231
   203 2.031100E-004 1.229350E-003 1.175900E-004   1	  204	    0	    0	 1235
   204 2.298350E-004 1.240040E-003 1.870750E-004   1	  203	    0	    0	 1235
   205 4.436350E-004 6.414000E-005 1.336250E-004   2	 5872	 6255	    0	    0	 1236	  591
   206 8.498550E-004 4.703600E-004 1.646260E-003   1	 3821	    0	    0	 1237
   207 3.688050E-004 1.191935E-003 1.769195E-003   1	 4612	    0	    0	 1239
   208 1.250730E-003 1.918855E-003 1.416425E-003   1	 4666	    0	    0	 1240
   209 9.834800E-004 1.314870E-003 1.929545E-003   1	 6572	    0	    0	 1246
   210 1.785230E-003 1.224005E-003 1.272110E-003   1	 6290	    0	    0	 1248
   211 7.910600E-004 1.523325E-003 1.330905E-003   1	 6437	    0	    0	 1253
   212 5.131200E-004 6.681250E-004 3.207000E-004   1	 6240	    0	    0	 1254
   213 1.838680E-003 2.138000E-005 1.346940E-003   1	 3413	    0	    0	 1256
   214 1.491255E-003 9.086500E-004 4.970850E-004   1	 1508	    0	    0	 1257
   215 2.100585E-003 1.384355E-003 4.489800E-004   1	 2964	    0	    0	 1263
   216 1.614190E-003 3.527700E-004 3.901850E-004   1	  217	    0	    0	 1264
   217 1.699710E-003 2.886300E-004 4.169100E-004   1	  216	    0	    0	 1264
   218 3.046650E-004 1.539360E-003 7.857150E-004   1	 6144	    0	    0	 1265
   219 1.229350E-004 1.795920E-003 1.191935E-003   1	 5496	    0	    0	 1276
   220 1.234695E-003 2.191450E-004 1.191935E-003   1	 4874	    0	    0	 1277
   221 7.910600E-004 7.269200E-004 7.483000E-004   1	 3425	    0	    0	 1284
   222 3.207000E-005 7.803700E-004 2.031100E-003   1	 1904	    0	    0	 1296
   223 7.001950E-004 4.810500E-005 6.841600E-004   1	 4263	    0	    0	 1303
   224 2.886300E-004 1.304180E-003 8.498550E-004   1	 4233	    0	    0	 1304
   225 1.293490E-003 2.672500E-005 1.795920E-003   1	  226	    0	    0	 1305
   226 1.240040E-003 1.603500E-005 1.763850E-003   1	  225	    0	    0	 1305
   227 1.528670E-003 8.658900E-004 1.624880E-003   1	 5669	    0	    0	 1308
   228 1.908165E-003 8.338200E-004 8.552000E-005   1	 2530	    0	    0	 1311
   229 6.520900E-004 1.753160E-003 1.459185E-003   1	 4249	    0	    0	 1314
   230 1.908165E-003 5.398450E-004 1.790575E-003   1	  231	    0	    0	 1322
   231 1.934890E-003 5.612250E-004 1.747815E-003   1	  230	    0	    0	 1322
   232 4.276000E-004 5.505350E-004 4.276000E-005   1	 5335	    0	    0	 1325
   233 1.544705E-003 8.124400E-004 1.539360E-003   1	 3122	    0	    0	 1327
   234 1.721090E-003 3.420800E-004 4.276000E-005   1	 3005	    0	    0	 1328
   235 8.177850E-004 1.710400E-003 4.329450E-004   2	 3914	 1480	    0	    0	  812	 1333
   236 1.240040E-003 1.427115E-003 1.282800E-003   1	 1680	    0	    0	 1337
   237 2.121965E-003 1.362975E-003 1.860060E-003   2	    0	  238	    0	    1	  505	 1338
   238 2.116620E-003 1.427115E-003 1.886785E-003   2	    0	  237	    0	    1	  504	 1338
   239 8.658900E-004 1.603500E-005 1.534015E-003   1	 3314	    0	    0	 1341
   240 1.940235E-003 6.414000E-004 4.276000E-005   1	 4536	    0	    0	 1345
   241 6.841600E-004 5.932950E-004 1.934890E-003   1	 4257	    0	    0	 1347
   242 1.758505E-003 9.086500E-005 1.758505E-003   1	 5361	    0	    0	 1348
   243 1.336250E-004 5.077750E-004 1.646260E-003   1	 6510	    0	    0	 1349
   244 5.345000E-006 1.411080E-003 2.127310E-003   3	   -1	 5054	 5130	    1	    0	  503	  654	 1350
   245 1.042275E-003 2.063170E-003 2.512150E-004   1	 1657	    0	    0	 1351
   246 1.977650E-004 4.757050E-004 1.330905E-003   1	 6480	    0	    0	 1353
   247 3.955300E-004 1.908165E-003 1.496600E-003   2	 2519	 4659	    0	    0	  960	 1354
   248 1.977650E-003 1.988340E-003 1.550050E-004   1	 1667	    0	    0	 1355
   249 4.329450E-004 1.389700E-004 6.039850E-004   1	 2878	    0	    0	 1357
   250 1.202625E-003 1.849370E-003 6.200200E-004   1	  778	    0	    0	 1359
   251 1.240040E-003 9.941700E-004 1.052965E-003   1	  453	    0	    0	 1365
   252 3.367350E-004 1.902820E-003 1.437805E-003   1	 5273	    0	    0	 1368
   253 3.100100E-004 2.127310E-003 1.934890E-003   1	 5695	    0	    0	 1372
   254 1.801265E-003 3.741500E-005 7.857150E-004   2	 3636	  255	    0	    0	 1184	 1378
   255 1.844025E-003 5.345000E-005 7.589900E-004   1	  254	    0	    0	 1378
   256 5.505350E-004 1.362975E-003 1.207970E-003   1	 4932	    0	    0	 1379
   257 9.621000E-004 1.288145E-003 1.069000E-003   1	 4820	    0	    0	 1381
   258 4.276000E-004 1.988340E-003 1.085035E-003   2	 5999	 5686	    0	    0	 1382	 1383
   259 1.870750E-004 2.351800E-004 2.993200E-004   1	 4576	    0	    0	 1384
   260 2.244900E-004 3.581150E-004 1.095725E-003   1	 1784	    0	    0	 1385
   261 1.272110E-003 9.727900E-004 1.090380E-003   1	 3834	    0	    0	 1389
   262 2.100585E-003 1.036930E-003 3.100100E-004   1	 3780	    0	    0	 1391
   263 2.672500E-004 1.149175E-003 1.929545E-003   1	  668	    0	    0	 1393
   264 1.587465E-003 1.282800E-004 7.269200E-004   1	 6023	    0	    0	 1394
   265 6.574350E-004 4.917400E-004 1.646260E-003   1	 4189	    0	    0	 1400
   266 1.443150E-004 4.543250E-004 1.972305E-003   2	 6214	 5545	    0	    0	 1007	 1401
   267 1.598155E-003 2.127310E-003 1.106415E-003   3	  501	  123	  500	    0	    0	  709	  974	 1402
   268 1.250730E-003 9.567550E-004 1.656950E-003   1	 5702	    0	    0	 1403
   269 1.224005E-003 2.105930E-003 7.162300E-004   1	  270	    0	    0	 1404
   270 1.266765E-003 2.100585E-003 6.895050E-004   1	  269	    0	    0	 1404
   271 1.662295E-003 1.972305E-003 1.165210E-003   1	 4283	    0	    0	 1405
   272 5.451900E-004 5.826050E-004 1.069000E-005   1	 4989	    0	    0	 1407
   273 1.341595E-003 6.467450E-004 1.844025E-003   1	 1392	    0	    0	 1411
   274 5.451900E-004 1.656950E-003 1.015550E-003   1	  275	    0	    0	 1415
   275 5.024300E-004 1.667640E-003 1.004860E-003   1	  274	    0	    0	 1415
   276 1.683675E-003 1.517980E-003 1.501945E-003   1	 5674	    0	    0	 1416
   277 1.571430E-003 1.063655E-003 2.084550E-003   1	  292	    0	    0	 1419
   278 1.090380E-003 2.512150E-004 1.138485E-003   1	  412	    0	    0	 1420
   279 6.467450E-004 2.127310E-003 9.888250E-004   1	 4815	    0	    0	 1422
   280 8.872700E-004 1.501945E-003 1.352285E-003   1	 2615	    0	    0	 1423
   281 2.031100E-003 1.501945E-003 1.539360E-003   1	  282	    0	    0	 1424
   282 1.999030E-003 1.528670E-003 1.582120E-003   1	  281	    0	    0	 1424
   283 1.940235E-003 8.231300E-004 1.603500E-005   1	  284	    0	    0	 1425
   284 1.902820E-003 7.964050E-004 5.345000E-006   1	  283	    0	    0	 1425
   285 8.017500E-005 6.307100E-004 1.801265E-003   2	 1993	 6474	    0	    0	 1070	 1426
   286 8.177850E-004 4.970850E-004 1.576775E-003   2	  462	 3972	    0	    0	 1410	 1427
   287 2.127310E-003 1.485910E-003 9.941700E-004   4	    0	 4896	 4302	 5797	    0	    1	  502	  525	  739	 1428
   288 1.411080E-003 4.222550E-004 9.781350E-004   1	 5761	    0	    0	 1430
   289 1.758505E-003 1.149175E-003 3.741500E-005   1	 5535	    0	    0	 1432
   290 1.256075E-003 1.379010E-003 1.379010E-003   1	 2656	    0	    0	 1437
   291 1.507290E-003 1.095725E-003 2.089895E-003   1	  292	    0	    0	 1439
   292 1.566085E-003 1.106415E-003 2.095240E-003   2	  291	  277	    0	    0	 1439	 1419
   293 1.934890E-003 9.834800E-004 1.240040E-003   1	  814	    0	    0	 1443
   294 1.844025E-003 2.298350E-004 8.017500E-005   1	 4919	    0	    0	 1444
   295 1.357630E-003 1.710400E-003 5.345000E-005   2	 1827	 1826	    0	    0	 1063	 1445
   296 5.505350E-004 4.329450E-004 5.879500E-005   2	  664	 2428	    0	    0	 1087	 1447
   297 1.288145E-003 1.218660E-003 1.785230E-003   1	 6573	    0	    0	 1451
   298 1.534015E-003 4.543250E-004 1.416425E-003   1	  299	    0	    0	 1453
   299 1.592810E-003 4.489800E-004 1.389700E-003   1	  298	    0	    0	 1453
   300 5.986400E-004 1.977650E-003 1.608845E-003   2	 4805	 1154	    0	    0	 1092	 1455
   301 2.009720E-003 1.876095E-003 1.015550E-004   1	 3925	    0	    0	 1456
   302 2.298350E-004 1.437805E-003 1.630225E-003   1	 4859	    0	    0	 1458
   303 1.052965E-003 1.288145E-003 1.069000E-004   1	  304	    0	    0	 1459
   304 1.058310E-003 1.250730E-003 1.175900E-004   1	  303	    0	    0	 1459
   305 8.872700E-004 1.240040E-003 1.908165E-003   2	  126	 6586	    0	    0	  981	 1461
   306 2.015065E-003 1.892130E-003 4.276000E-004   1	  532	    0	    0	 1464
   307 5.772600E-004 7.483000E-004 1.175900E-004   1	  308	    0	    0	 1466
   308 6.253650E-004 7.162300E-004 1.282800E-004   1	  307	    0	    0	 1466
   309 4.329450E-004 1.149175E-003 1.758505E-003   1	 5679	    0	    0	 1468
   310 7.162300E-004 1.977650E-004 2.073860E-003   1	  311	    0	    0	 1470
   311 6.627800E-004 2.458700E-004 2.063170E-003   1	  310	    0	    0	 1470
   312 1.122450E-003 5.345000E-006 1.737125E-003   1	  313	    0	    0	 1475
   313 1.079690E-003 5.345000E-006 1.726435E-003   2	  153	  312	    0	    0	 1046	 1475
   314 1.934890E-003 1.785230E-003 2.939750E-004   1	  315	    0	    0	 1477
   315 1.924200E-003 1.737125E-003 3.046650E-004   1	  314	    0	    0	 1477
   316 1.523325E-003 5.184650E-004 1.485910E-003   1	 5134	    0	    0	 1479
   317 1.710400E-003 1.453840E-003 2.939750E-004   1	  318	    0	    0	 1480
   318 1.683675E-003 1.432460E-003 3.260450E-004   1	  317	    0	    0	 1480
   319 6.360550E-004 1.042275E-003 3.100100E-004   1	 5950	    0	    0	 1481
   320 5.398450E-004 1.122450E-004 5.238100E-004   1	 4266	    0	    0	 1484
